bigram,count
"('JJ', 'NN')",0.05323943661971831
"('NN', 'IN')",0.05149807938540333
"('DT', 'NN')",0.05021766965428937
"('IN', 'DT')",0.04814340588988476
"('DT', 'JJ')",0.037490396927016646
"('NN', 'NN')",0.0341101152368758
"('JJ', 'NNS')",0.025761843790012805
"('NNS', 'IN')",0.0240460947503201
"('IN', 'JJ')",0.02148527528809219
"('NN', 'NNS')",0.019539052496798975
"('NN', '.')",0.017746478873239435
"('IN', 'NN')",0.01764404609475032
"('NN', ',')",0.016133162612035852
"('PRP', 'VBP')",0.013854033290653009
"('NNS', '.')",0.013290653008962868
"('NN', 'VBZ')",0.013265044814340588
"('VBN', 'IN')",0.0117797695262484
"('JJ', 'JJ')",0.01121638924455826
"('TO', 'VB')",0.010806658130601792
"('.', 'DT')",0.010396927016645326
"('VBP', 'DT')",0.009372599231754162
"('NN', 'CC')",0.009346991037131882
"('IN', 'NNS')",0.009295774647887323
"('.', 'PRP')",0.008655569782330346
"('NNS', ',')",0.008399487836107554
"('VBZ', 'DT')",0.0074519846350832265
"('NNS', 'VBP')",0.007426376440460947
"('DT', 'NNS')",0.007170294494238156
"('VB', 'DT')",0.007042253521126761
"('IN', 'VBG')",0.006734955185659411
"('VBG', 'DT')",0.006325224071702945
"('NNP', 'NN')",0.0062740076824583865
"(',', 'PRP')",0.005915492957746479
"('DT', 'NNP')",0.005864276568501921
"('NN', 'TO')",0.005864276568501921
"('.', 'IN')",0.005761843790012804
"('NNS', 'CC')",0.005480153649167734
"('NNP', 'NNP')",0.005428937259923175
"('CC', 'JJ')",0.005224071702944942
"('CC', 'NN')",0.005121638924455826
"(',', 'CC')",0.0050960307298335466
"('TO', 'DT')",0.005044814340588988
"('VBZ', 'VBN')",0.0046094750320102434
"(',', 'IN')",0.00443021766965429
"('IN', 'NNP')",0.00443021766965429
"('MD', 'VB')",0.0044046094750320106
"('VBP', 'IN')",0.00409731113956466
"(',', 'DT')",0.003764404609475032
"('CC', 'DT')",0.003738796414852753
"('JJ', 'IN')",0.0036619718309859155
"('VBN', 'TO')",0.003559539052496799
"('RB', ',')",0.003559539052496799
"('VBP', 'JJ')",0.0033802816901408453
"('VBP', 'VBN')",0.0033802816901408453
"('RB', 'JJ')",0.003354673495518566
"('VBG', 'NN')",0.0033034571062740075
"('.', 'RB')",0.0032522407170294493
"('PRP$', 'NN')",0.003149807938540333
"('WDT', 'VBZ')",0.0030985915492957746
"('JJ', 'CC')",0.0030729833546734955
"('VBZ', 'RB')",0.0030729833546734955
"('VBZ', 'JJ')",0.002996158770806658
"('VB', 'JJ')",0.002996158770806658
"('(', 'NNP')",0.002996158770806658
"('NNP', ')')",0.002970550576184379
"('RB', 'VBN')",0.0029449423815621
"('VBG', 'JJ')",0.0028169014084507044
"('RB', 'IN')",0.0028169014084507044
"('VB', 'VBN')",0.0027912932138284253
"('JJ', 'NNP')",0.002740076824583867
"('NNP', 'CC')",0.002612035851472471
"('VBG', 'NNS')",0.002560819462227913
"('NNP', '(')",0.002560819462227913
"(',', 'JJ')",0.0025096030729833546
"('IN', 'CD')",0.0024839948783610755
"('NNS', 'VBN')",0.0024839948783610755
"('RB', 'VB')",0.0024583866837387964
"(',', 'NN')",0.0024583866837387964
"('NNS', 'TO')",0.0024327784891165173
"('NN', 'VBN')",0.00235595390524968
"('JJ', 'TO')",0.00235595390524968
"('NNP', ',')",0.00235595390524968
"('VBZ', 'IN')",0.00235595390524968
"('IN', 'PRP$')",0.0022791293213828426
"('NN', 'WDT')",0.0022023047375160053
"('CC', 'VB')",0.002176696542893726
"('CC', 'NNP')",0.002151088348271447
"('PRP', 'VBZ')",0.002151088348271447
"('VBP', 'RB')",0.0020998719590268884
"('NN', ')')",0.0020742637644046093
"('NN', 'VBG')",0.002023047375160051
"('VBG', 'IN')",0.002023047375160051
"('JJ', ',')",0.002023047375160051
"('NNS', 'VBG')",0.001997439180537772
"('NNS', 'WDT')",0.001997439180537772
"('NN', 'MD')",0.001971830985915493
"('CC', 'NNS')",0.001971830985915493
"('WDT', 'VBP')",0.0019206145966709346
"('VBN', 'NN')",0.0018950064020486555
"('PRP$', 'JJ')",0.0018437900128040973
