trigram,count
"('DT', 'JJ', 'NN')",0.022293061215565402
"('IN', 'DT', 'NN')",0.01936896990571783
"('DT', 'NN', 'IN')",0.016076392930477107
"('NN', 'IN', 'DT')",0.014674475390237895
"('IN', 'DT', 'JJ')",0.013129793770212854
"('JJ', 'NN', 'IN')",0.012918219976296018
"('JJ', 'NN', 'NN')",0.009693809633745828
"('NN', 'IN', 'JJ')",0.009013429469721475
"('IN', 'JJ', 'NNS')",0.008297679826470904
"('JJ', 'NNS', 'IN')",0.00795491741869682
"('IN', 'JJ', 'NN')",0.007854596713982455
"('DT', 'NN', 'NN')",0.007723408100125208
"('NNS', 'IN', 'DT')",0.007106049917267572
"('NN', 'IN', 'NN')",0.006262970148802615
"('NN', 'NN', 'IN')",0.005915063089504718
"('JJ', 'NN', 'NNS')",0.005880336691718976
"('PRP', 'VBP', 'DT')",0.005668119816361664
"('JJ', 'JJ', 'NN')",0.005668119816361664
"('JJ', 'NN', '.')",0.005154297745420778
"('JJ', 'NNS', '.')",0.00513822070940886
"(',', 'PRP', 'VBP')",0.004925360752611072
"('VBN', 'IN', 'DT')",0.004890634354825329
"('.', 'PRP', 'VBP')",0.004868126504408645
"('NNS', 'IN', 'JJ')",0.004861052608563401
"('NN', 'NN', '.')",0.0048430463282300535
"('TO', 'VB', 'DT')",0.004790313650110963
"('(', 'NNP', ')')",0.004453338975301171
"('DT', 'NN', 'VBZ')",0.004165881571408085
"('.', 'IN', 'DT')",0.004035336038991314
"('NN', 'IN', 'NNS')",0.003995464989681758
"('.', 'DT', 'NN')",0.003897073529288823
"('JJ', 'JJ', 'NNS')",0.0038192606749911416
"('DT', 'NN', ',')",0.003816688349229235
"('NN', '.', 'DT')",0.003808971371943514
"('VB', 'DT', 'NN')",0.0037240846218005897
"('NN', 'NN', ',')",0.0037131522373124856
"('JJ', 'NN', ',')",0.003627622405729084
"('NN', 'NNS', 'IN')",0.0035787482162528547
"('DT', 'JJ', 'JJ')",0.003555597284395693
"('NN', 'NN', 'NN')",0.0035388771669432988
"('NN', 'NNS', '.')",0.0034797136744194423
"('VBP', 'DT', 'NN')",0.003436627217907503
"('VBZ', 'DT', 'JJ')",0.0033922545985146106
"('NN', 'TO', 'VB')",0.0033826083769074597
"('NN', 'IN', 'VBG')",0.003371032910978879
"('NN', 'CC', 'NN')",0.0033478819791217178
"('IN', 'NN', 'NN')",0.0032559213331335496
"('JJ', 'NNS', ',')",0.0032559213331335496
"('VBP', 'DT', 'JJ')",0.003252062844490689
"('NNS', 'IN', 'NN')",0.0032469181929668757
"('NN', ',', 'PRP')",0.0032147641209430405
"('.', 'RB', ',')",0.003154957546978707
"('NN', '.', 'PRP')",0.003124089637835825
"('DT', 'JJ', 'NNS')",0.003074572366919119
"('NN', '.', 'IN')",0.003024412014561936
"('NN', 'VBZ', 'DT')",0.002977467069407137
"('NN', 'VBZ', 'VBN')",0.0029601038705142657
"('IN', 'JJ', 'JJ')",0.002892580319264212
"('VBZ', 'DT', 'NN')",0.0028765032832522943
"('NNS', '.', 'DT')",0.002809622813442717
"('IN', 'DT', 'NNS')",0.0027935457774307996
"('IN', 'NN', 'NNS')",0.0026269876843473335
"('VB', 'DT', 'JJ')",0.002623129195704473
"('IN', 'VBG', 'DT')",0.0026199137885020898
"('VBG', 'DT', 'NN')",0.0025684672732639536
"('IN', 'NNS', 'IN')",0.002547888667168699
"('NNS', '.', 'IN')",0.002454641858299577
"('NNS', '.', 'PRP')",0.002432134007882892
"('JJ', 'NN', 'VBZ')",0.0024314909264424155
"('CC', 'JJ', 'NN')",0.0023234532444423293
"('NN', 'IN', 'NNP')",0.00228229603225182
"('TO', 'VB', 'JJ')",0.0022758652178470535
"('NN', ',', 'CC')",0.0022707205663232395
"('NN', 'NNS', ',')",0.002265575914799426
"('DT', 'NNS', 'IN')",0.0022482127159065553
"('.', 'DT', 'JJ')",0.002229563354132731
"('IN', 'DT', 'NNP')",0.002225061784049394
"('JJ', 'NN', 'CC')",0.0022192740510851034
"('VBN', 'IN', 'JJ')",0.002203197015073186
"('VBZ', 'VBN', 'IN')",0.0021736152688112574
"('NNP', '(', 'NNP')",0.002153036662716003
"('NN', 'NN', 'VBZ')",0.0021517504998350497
"('JJ', 'NNS', 'VBP')",0.002151107418394573
"('NNP', 'NNP', 'NNP')",0.0021260272422159816
"('DT', 'NN', '.')",0.002075223808418322
"('VBG', 'DT', 'JJ')",0.0020610760167278346
"('NN', 'NN', 'CC')",0.0020585036909659274
"('NNS', 'VBP', 'VBN')",0.0019980540355611174
"(',', 'DT', 'NN')",0.0019761892665849097
"('VBN', 'TO', 'VB')",0.0019607553120134687
"('PRP', 'VBP', 'IN')",0.0019421059502396443
"('NN', 'NN', 'NNS')",0.00192345658846582
"('NNS', 'IN', 'NNS')",0.0019009487380491352
"('IN', 'NN', 'IN')",0.001871366991787207
"('JJ', 'CC', 'JJ')",0.0018630069330610097
"('CC', 'JJ', 'NNS')",0.0018617207701800563
"('MD', 'VB', 'VBN')",0.0018353544311205114
"('NN', ',', 'DT')",0.0017678308798704577
"('NNS', 'TO', 'VB')",0.0017620431469061674
"('NN', 'WDT', 'VBZ')",0.0017568984953823536
