bigram,count
"('JJ', 'NN')",0.0527264960804099
"('NN', 'IN')",0.044325039392044005
"('DT', 'NN')",0.042191439885452514
"('IN', 'DT')",0.042150031927714784
"('DT', 'JJ')",0.03425200883079183
"('NN', 'NN')",0.02964046995852666
"('JJ', 'NNS')",0.029013902176968896
"('IN', 'JJ')",0.023130703128916047
"('NNS', 'IN')",0.0225204805938337
"('NN', 'NNS')",0.016880280876715434
"('NN', '.')",0.016790926862649803
"('NN', ',')",0.015602082602337588
"('IN', 'NN')",0.014704183729287848
"('NNS', '.')",0.01330938936338534
"('JJ', 'JJ')",0.012951973307122822
"('PRP', 'VBP')",0.01263051679310623
"('TO', 'VB')",0.012436553201597911
"('NN', 'VBZ')",0.01179908858905653
"('VBN', 'IN')",0.011140919997646284
"('NNS', ',')",0.008904890279808826
"('NN', 'CC')",0.008300116160218285
"('VBP', 'DT')",0.008240183589808412
"('.', 'DT')",0.008143201794054254
"('IN', 'VBG')",0.00804295094900501
"('.', 'PRP')",0.007966673132119717
"('IN', 'NNS')",0.007695342040627745
"('VB', 'DT')",0.00752862052657846
"('NNS', 'VBP')",0.007186460033693001
"('.', 'IN')",0.006892245597135441
"('VBZ', 'DT')",0.006887886864741996
"('DT', 'NNS')",0.006611107357758217
"(',', 'PRP')",0.006252601618397338
"('VBG', 'DT')",0.005896275245233181
"('NNP', 'NNP')",0.005843970456511837
"('NN', 'TO')",0.0057753204213150736
"('CC', 'JJ')",0.005633661618528099
"('NNP', 'NN')",0.005558473484741168
"('(', 'NNP')",0.005230478872134406
"(',', 'CC')",0.005107344682019575
"('NNP', ')')",0.005012542252462139
"('IN', 'NNP')",0.004955878731347349
"('MD', 'VB')",0.004911201724314535
"('NNS', 'CC')",0.0048861390130522245
"('RB', 'JJ')",0.004693265104642268
"('VBZ', 'VBN')",0.004678009541265209
"('JJ', 'IN')",0.004420844330051935
"('CC', 'NN')",0.004402319717379792
"(',', 'DT')",0.004317324435707607
"('DT', 'NNP')",0.004218163273756726
"('RB', ',')",0.004126629893494374
"('VBZ', 'JJ')",0.004007854435772989
"('VBP', 'IN')",0.00400131633718282
"('VBP', 'JJ')",0.003994778238592653
"('TO', 'DT')",0.003978432992117233
"('VBG', 'JJ')",0.003942473449871309
"('VB', 'JJ')",0.0037964559146908897
"('JJ', 'NNP')",0.003749599541461352
"('PRP$', 'NN')",0.0036940257034449244
"('VBG', 'NN')",0.0036667836259858906
"('RB', 'VBN')",0.003658066161199
"('.', 'RB')",0.0036101201048711015
"(',', 'IN')",0.0034891652809529933
"('VBP', 'VBN')",0.0034586541541988757
"('VBN', 'TO')",0.0034259636612480357
"('VBG', 'NNS')",0.003309367569723373
"('WDT', 'VBZ')",0.0032559730979036675
"('VBZ', 'RB')",0.0032156548232642984
"('NNP', '(')",0.003165529400739677
"('RB', 'IN')",0.0030707269711822407
"('NN', '(')",0.0029824626402149726
"(',', 'JJ')",0.0029465030979690487
"('JJ', 'CC')",0.002934516583887074
"('VBN', 'NN')",0.0028909292599526206
"('CC', 'DT')",0.0028778530627722844
"('NN', 'VBG')",0.0027024140839361096
"('RB', 'VB')",0.0026620958092967405
"('JJ', 'TO')",0.002654468027608211
"('NNP', ',')",0.002626136267050816
"('NNS', 'TO')",0.002585817992411447
"('.', 'NNP')",0.0025422306684769937
"('VB', 'VBN')",0.00253133383749338
"('NN', 'VBN')",0.0024997330276409014
"('IN', 'PRP$')",0.0024594147530015323
"('.', 'JJ')",0.0024190964783621627
"('NN', 'WDT')",0.002364612323444096
"('VBP', 'RB')",0.0023144869009194746
"('NNP', 'NNS')",0.0022850654572637184
"('DT', 'VBN')",0.0022610924290997693
"(',', 'VBG')",0.0022545543305096012
"('JJ', ',')",0.0022425678164276265
"('NN', ')')",0.002129240774198048
"('NNS', 'VBN')",0.0021161645770177116
"('VBZ', 'IN')",0.0021096264784275435
"('NN', 'JJ')",0.002091101865755401
"('IN', 'CD')",0.0020802050347717878
"(',', 'RB')",0.0020322589784438887
"('NNS', 'WDT')",0.00198431292211599
"(',', 'WDT')",0.0019821335559192677
"('$', 'JJ')",0.0019472636967717049
"('VBG', 'IN')",0.0019461740136733434
