trigram,count
"('DT', 'JJ', 'NN')",0.023135087071222856
"('IN', 'DT', 'NN')",0.019055309105292923
"('DT', 'NN', 'IN')",0.015803691196549622
"('NN', 'IN', 'DT')",0.015295898319379926
"('IN', 'DT', 'JJ')",0.014017698652169506
"('JJ', 'NN', 'IN')",0.013849887272160638
"('JJ', 'NN', 'NN')",0.010125346383392339
"('NN', 'IN', 'JJ')",0.00923398463763094
"('IN', 'JJ', 'NNS')",0.008697859969031172
"('JJ', 'NNS', 'IN')",0.008437425424731693
"('IN', 'JJ', 'NN')",0.008267434676151278
"('NNS', 'IN', 'DT')",0.007540615257541432
"('DT', 'NN', 'NN')",0.007470875463252032
"('JJ', 'JJ', 'NN')",0.006484711184628477
"('JJ', 'NN', 'NNS')",0.006333245068906186
"('NN', 'IN', 'NN')",0.006188317058898525
"('PRP', 'VBP', 'DT')",0.0060248644160327425
"('NN', 'NN', 'IN')",0.005781864820305613
"('.', 'PRP', 'VBP')",0.005688151971729231
"('JJ', 'NNS', '.')",0.005596618491724392
"('JJ', 'NN', '.')",0.005364515738854982
"('NNS', 'IN', 'JJ')",0.005292596575994037
"(',', 'PRP', 'VBP')",0.004919924550260053
"('NN', 'NN', '.')",0.00479679022596783
"('VBN', 'IN', 'DT')",0.004770637803109305
"('TO', 'VB', 'DT')",0.004579943053099226
"('(', 'NNP', ')')",0.004477512730236668
"('JJ', 'JJ', 'NNS')",0.004417580094519215
"('DT', 'JJ', 'JJ')",0.0041429796545047
"('NN', 'IN', 'NNS')",0.003908697533063745
"('NN', 'NNS', 'IN')",0.003873827635919045
"('DT', 'NN', 'VBZ')",0.003837868054488573
"('.', 'IN', 'DT')",0.0038324196330597137
"('JJ', 'NN', ',')",0.0037201821516252096
"('NN', 'NN', ',')",0.003660249515907756
"('NN', '.', 'DT')",0.003594868458761443
"('VBP', 'DT', 'JJ')",0.003566536667331374
"('DT', 'NN', ',')",0.0035632676144740586
"('NN', 'NNS', '.')",0.0035621779301882863
"('.', 'DT', 'NN')",0.0035556398244736553
"('JJ', 'NNS', ',')",0.00352948740161513
"('NN', '.', 'PRP')",0.003458657923039958
"('VBP', 'DT', 'NN')",0.0034466713958964668
"('VB', 'DT', 'NN')",0.003400904655894048
"('NN', 'IN', 'VBG')",0.0033932768658936447
"('IN', 'NN', 'NN')",0.003325716440175788
"('VBZ', 'DT', 'JJ')",0.003316998965889613
"('IN', 'JJ', 'JJ')",0.003295205280174175
"('NNS', 'IN', 'NN')",0.003285398121602228
"('NN', 'NN', 'NN')",0.003279949700173369
"('DT', 'JJ', 'NNS')",0.0032396313815998092
"('NN', 'TO', 'VB')",0.0032004027473120215
"('NN', ',', 'PRP')",0.0031143176887360427
"('.', 'RB', ',')",0.0031034208458783235
"('NN', '.', 'IN')",0.0030020802073015386
"('IN', 'DT', 'NNS')",0.0028920220944385782
"('NN', 'CC', 'NN')",0.0028636903030085092
"('NNS', '.', 'PRP')",0.0028604212501511937
"('NN', 'VBZ', 'VBN')",0.0028102957730056872
"('NNS', '.', 'DT')",0.0027852330344329337
"('VB', 'DT', 'JJ')",0.002698058291571183
"('NN', 'VBZ', 'DT')",0.0026729955529984297
"('IN', 'VBG', 'DT')",0.002671905868712658
"('IN', 'NN', 'NNS')",0.00263267723442487
"('VBZ', 'DT', 'NN')",0.002596717652994398
"('JJ', 'NN', 'VBZ')",0.002570565230135873
"('VBG', 'DT', 'NN')",0.002503004804418016
"('IN', 'NNS', 'IN')",0.0024310856415570717
"('NNS', '.', 'IN')",0.0023962157444123713
"('CC', 'JJ', 'NN')",0.0023657045844107587
"('VBN', 'IN', 'JJ')",0.0023199378444083395
"('TO', 'VB', 'JJ')",0.002298144158692902
"('.', 'DT', 'JJ')",0.00229705447440713
"('JJ', 'NNS', 'VBP')",0.002287247315835183
"('NN', 'NNS', ',')",0.002270902051548605
"('DT', 'NNS', 'IN')",0.002261094892976658
"('IN', 'DT', 'NNP')",0.0022447496286900795
"('NN', ',', 'CC')",0.002241480575832764
"('JJ', 'NN', 'CC')",0.0022294940486892734
"('VBG', 'DT', 'JJ')",0.002185906677258398
"('NN', 'NN', 'VBZ')",0.0021597542543998725
"('PRP', 'VBP', 'IN')",0.0021532161486852415
"('VBN', 'TO', 'VB')",0.0021248843572551726
"('NNS', 'VBP', 'VBN')",0.0020954628815393317
"('VBZ', 'VBN', 'IN')",0.0020682207743950346
"('NN', 'IN', 'NNP')",0.0020496961415369126
"('NNP', '(', 'NNP')",0.002015915928677984
"('NNP', 'NNP', 'NNP')",0.002008288138677581
"('JJ', 'CC', 'JJ')",0.0020039294015344934
"('CC', 'JJ', 'NNS')",0.001987584137247915
"('NN', 'NN', 'CC')",0.0019570729772463023
"('DT', 'NN', '.')",0.0019189340272442864
"('IN', 'NN', 'IN')",0.001913485605815427
"('NN', 'NN', 'NNS')",0.0019025887629577083
"('MD', 'VB', 'VBN')",0.0018753466558134111
"('NN', '(', 'NNP')",0.0018731672872418675
"('DT', 'NNP', 'NN')",0.0018077862300955544
"('NNS', 'IN', 'NNS')",0.0017533020158069603
"(',', 'DT', 'NN')",0.001745674225806557
"('JJ', 'NNS', 'CC')",0.0017413154886634695
