bigram,count
"('IN', 'DT')",0.04891254669055821
"('JJ', 'NN')",0.0456631467964924
"('NN', 'IN')",0.04413674276147652
"('DT', 'NN')",0.041192874109858515
"('DT', 'JJ')",0.03700684565287894
"('JJ', 'NNS')",0.023925350202664883
"('NNS', 'IN')",0.0229185997152549
"('NN', 'NN')",0.021037829526088486
"('IN', 'JJ')",0.019808191492958382
"('NN', '.')",0.013673775276762471
"('PRP', 'VBP')",0.01360866206115884
"('JJ', 'JJ')",0.013021390943503016
"('NN', ',')",0.012280102027400142
"('NN', 'NNS')",0.011342221287263228
"('IN', 'NN')",0.010244061862563532
"('NN', 'VBZ')",0.010203992191422836
"('NNS', '.')",0.009913487075652792
"('VBN', 'IN')",0.009834599910594547
"('(', 'NNP')",0.009383816110261718
"('NNP', '(')",0.00920225041290544
"('NNP', ')')",0.008973101981069584
"('VBP', 'DT')",0.008708892586985621
"('.', 'PRP')",0.008611222763580175
"('$', 'JJ')",0.008591187928009827
"('NNP', 'NN')",0.008523570357959902
"('JJ', '$')",0.008135395418784412
"('.', 'DT')",0.007998908101461416
"('$', 'NNP')",0.007871186024700447
"('NNP', 'NNP')",0.007411636983805592
"('VBZ', 'DT')",0.007083566551341144
"('.', 'IN')",0.007028470753522687
"('IN', 'NNS')",0.006945827056795003
"('TO', 'VB')",0.006890731258976546
"('NNP', '$')",0.006769270068331311
"(')', '$')",0.006595217434313913
"('IN', '$')",0.00658520001652874
"('NNS', ',')",0.0063297558630068034
"('IN', 'NNP')",0.006240851280163384
"('DT', 'NNS')",0.006140677102311644
"('DT', 'NNP')",0.00607305953226172
"(',', 'PRP')",0.00596161575940166
"('VB', 'DT')",0.005893998189351735
"('NN', 'CC')",0.005785058770937968
"('JJ', 'NNP')",0.005713684669218604
"('NNS', 'VBP')",0.005319248843927379
"('NN', ')')",0.0052854400589024166
"('VBZ', 'VBN')",0.004611768712849467
"('TO', 'DT')",0.00428369828038502
"('(', 'NN')",0.004196045874764747
"(')', 'NNP')",0.004176011039194399
"('RB', 'JJ')",0.004127176127491676
"('VBP', 'IN')",0.004053297671326018
"('IN', 'VBG')",0.00396814962015204
"('CC', 'JJ')",0.0039368451895733705
"(',', 'CC')",0.003895523341209528
"('VBG', 'DT')",0.0038930189867632348
"('$', 'CD')",0.003885505923424354
"('NN', 'TO')",0.003812879644481843
"('VBP', 'JJ')",0.003811627467258696
"(',', 'DT')",0.0037690534416717067
"('JJ', 'IN')",0.0036851575677208748
"('(', 'JJ')",0.003588739921538575
"('NNS', 'CC')",0.0035687050859682275
"('NNP', ',')",0.0034985831614720094
"('NNP', 'NNS')",0.0034885657436868355
"(',', 'IN')",0.0032969826285453832
"('VBZ', 'JJ')",0.003209330222925111
"('CC', 'DT')",0.003154234425106654
"('MD', 'VB')",0.003031521057238273
"('$', '.')",0.0030252601711225394
"('$', 'IN')",0.0029952079177670175
"('VBP', 'VBN')",0.0029513817149568813
"('RB', ',')",0.0029250859932707994
"('(', 'CD')",0.002912564221039332
"(',', 'NNP')",0.0029088076893698917
"('NN', '(')",0.002895033739915278
"('NN', '$')",0.002843694473766261
"('CD', ')')",0.0027585464225922825
"('$', ',')",0.0027447724731376683
"('RB', 'VBN')",0.0027335028781293475
"('VBZ', 'RB')",0.002710963688112706
"('.', 'RB')",0.0026395895863933413
"('$', 'VBZ')",0.0026170503963767
"('WDT', 'VBZ')",0.002478058724607411
"('RB', 'IN')",0.0024717978384916775
"('JJ', '(')",0.002429223812904688
"('VBN', 'TO')",0.002417954217896367
"('JJ', ',')",0.002286475609465959
"('CC', 'NN')",0.0022689451283419045
"('JJ', 'CC')",0.0022539190016641437
"('VBZ', 'IN')",0.0022000753810688333
"('JJ', ')')",0.002186301431614219
"(',', 'JJ')",0.0021512404693661102
"('NN', 'JJ')",0.0021499882921429637
"('PRP$', 'NN')",0.00208988378543192
"('CC', 'NNP')",0.002083622899316186
"(')', ')')",0.002054822823183811
"('NNP', 'CC')",0.002054822823183811
"('NN', 'VBN')",0.001980944367018153
"('VB', 'JJ')",0.0019784400125718595
