trigram,count
"('DT', 'JJ', 'NN')",0.02328927333560395
"('IN', 'DT', 'NN')",0.020454340552561456
"('NN', 'IN', 'DT')",0.018246749343858313
"('IN', 'DT', 'JJ')",0.017492937711618216
"('DT', 'NN', 'IN')",0.01702587502253922
"('JJ', 'NN', 'IN')",0.013775218880852683
"('JJ', 'NNS', 'IN')",0.008836625728768057
"('NNS', 'IN', 'DT')",0.008636277122192615
"('NN', 'IN', 'JJ')",0.008141666499709495
"('IN', 'JJ', 'NNS')",0.007427924588784485
"('JJ', 'NN', 'NN')",0.007316480676376896
"('(', 'NNP', ')')",0.006835644020595837
"('PRP', 'VBP', 'DT')",0.006656582453469036
"('DT', 'NN', 'NN')",0.00657644301083886
"('JJ', 'JJ', 'NN')",0.006061797527698195
"('.', 'PRP', 'VBP')",0.006041762667040651
"('IN', 'JJ', 'NN')",0.005793831266403542
"('NNS', 'IN', 'JJ')",0.005318003325786869
"('NN', 'NN', 'IN')",0.005266663995351912
"('DT', 'JJ', 'JJ')",0.005030002203834673
"('JJ', 'NN', '.')",0.004857201530663355
"('VBN', 'IN', 'DT')",0.00478707951836195
"('$', 'JJ', '$')",0.004774557730450985
"(',', 'PRP', 'VBP')",0.004681896499909843
"('JJ', 'NN', 'NNS')",0.00436759962334462
"('.', 'IN', 'DT')",0.004321269008074049
"('JJ', 'NNS', '.')",0.004299981968625409
"('NN', 'IN', 'NN')",0.004297477611043215
"('$', 'NNP', '$')",0.004171007553142468
"('NNP', '(', 'NNP')",0.004163494480395889
"('JJ', 'JJ', 'NNS')",0.00399820687997115
"('DT', 'NN', 'VBZ')",0.0036801534670326368
"('VBP', 'DT', 'JJ')",0.0035962574880291707
"('VBP', 'DT', 'NN')",0.003577474806162723
"('VBZ', 'DT', 'JJ')",0.003466030893755134
"('DT', 'NNP', 'NN')",0.0034622743573818446
"('IN', 'DT', 'NNP')",0.0034372307815599143
"('.', 'DT', 'NN')",0.0034134393845290808
"('NN', 'IN', 'NNS')",0.0034034219542003084
"('DT', 'JJ', 'NNS')",0.0033608478753030272
"('NN', '.', 'PRP')",0.0033395608358543867
"('NN', 'NNS', 'IN')",0.003298238935748202
"('NN', '.', 'DT')",0.003289473684210526
"('IN', 'NNS', 'IN')",0.0032168473143269287
"('NN', 'NN', '.')",0.003152986195981007
"('JJ', 'NN', ',')",0.0031417165868611384
"('(', 'NN', ')')",0.0031342035141145594
"('IN', 'JJ', 'JJ')",0.0030916294352172783
"('IN', 'DT', 'NNS')",0.0029739246288542063
"('DT', 'NN', ',')",0.002905054795343898
"('NN', 'IN', 'NNP')",0.0028311762466692045
"('NN', ',', 'PRP')",0.0027547933404123174
"('TO', 'VB', 'DT')",0.0027522889828301244
"('PRP', 'VBP', 'IN')",0.0026959409372307817
"('NN', '.', 'IN')",0.0026759060765732374
"('NNP', ')', '$')",0.0025970188127341573
"('NNS', '.', 'PRP')",0.002590757918778675
"('$', 'NNP', '(')",0.0025844970248231924
"('IN', '$', 'NNP')",0.0025807404884499027
"('VBZ', 'DT', 'NN')",0.0025306533368060426
"('JJ', 'NN', 'VBZ')",0.002511870654939595
"('NN', 'VBZ', 'VBN')",0.0025006010458197264
"('JJ', 'NNS', ',')",0.0024743052912067
"('VB', 'DT', 'JJ')",0.0024567747881313485
"('NN', 'IN', '$')",0.002448009536593673
"('NNS', 'IN', 'NN')",0.0024066876364874884
"('NN', 'VBZ', 'DT')",0.002381644060665558
"('VBZ', 'VBN', 'IN')",0.002374130987918979
"('NNS', '.', 'DT')",0.0023678700939634965
"('.', 'DT', 'JJ')",0.002350339590888145
"('DT', 'NNS', 'IN')",0.002349087412097049
"('(', 'CD', ')')",0.0023290525514395046
"('VB', 'DT', 'NN')",0.0023227916574840224
"('NN', 'NN', ',')",0.0022401478572716526
"('NN', 'NNS', '.')",0.0022351391421072666
"('NNP', ')', 'NNP')",0.0021499909843127043
"('IN', '$', 'JJ')",0.002144982269148318
"('NNP', 'NN', 'IN')",0.0021362170176106427
"('NNS', '.', 'IN')",0.0021136777993709054
"('JJ', '$', 'JJ')",0.002094895117504458
"(')', 'NNP', '(')",0.0020773646144291065
"('JJ', 'NNP', 'NN')",0.0020723558992647205
"('NN', 'NN', 'NN')",0.0020397992506962113
"('NNP', 'NNP', 'NNP')",0.002036042714322922
"('.', 'RB', ',')",0.0020322861779496324
"('VBP', 'IN', 'DT')",0.001992216456634544
"('IN', 'NN', 'NNS')",0.0019847033838879652
"('DT', 'JJ', 'NNP')",0.0019333640534530082
"('(', 'JJ', ')')",0.0018632420411516038
"('JJ', 'NNS', 'VBP')",0.0017467894135796286
"('NN', 'NN', 'VBZ')",0.001740528519624146
"('NNS', 'IN', 'NNS')",0.0017204936589666018
"('JJ', 'NN', 'CC')",0.0017192414801755053
"('$', 'CD', '(')",0.0017154849438022158
"('NNS', 'VBP', 'VBN')",0.0017004587983090577
"('DT', 'NN', '.')",0.0017004587983090577
"('NNP', '(', 'NN')",0.0016716586861138382
"('NN', 'TO', 'VB')",0.001644110752709715
"('NN', 'IN', 'VBG')",0.0016365976799631358
"('TO', 'DT', 'NN')",0.0016353455011720393
