trigram,count
"('DT', 'JJ', 'NN')",0.022364381195104636
"('IN', 'DT', 'NN')",0.019080280858997493
"('DT', 'NN', 'IN')",0.01727573614306362
"('NN', 'IN', 'DT')",0.01553961018413198
"('JJ', 'NN', 'IN')",0.014906736681861332
"('IN', 'DT', 'JJ')",0.014222549111839011
"('NN', 'IN', 'JJ')",0.011195019114490237
"('IN', 'JJ', 'NNS')",0.010870030018729635
"('JJ', 'NNS', 'IN')",0.010151633070206197
"('IN', 'JJ', 'NN')",0.00951875956793555
"('JJ', 'NN', 'NN')",0.008227355529518417
"('NN', 'IN', 'NN')",0.007979337535385326
"('NNS', 'IN', 'DT')",0.0074148827901169105
"('JJ', 'NNS', '.')",0.006465572536710939
"('JJ', 'JJ', 'NN')",0.0064228108135845445
"('DT', 'NN', 'NN')",0.0064228108135845445
"('NNS', 'IN', 'JJ')",0.006328735022706475
"('JJ', 'NN', 'NNS')",0.006174792819451453
"('JJ', 'NN', '.')",0.005559024006431363
"('JJ', 'JJ', 'NNS')",0.005439291181677457
"('NN', 'NN', 'IN')",0.005199825532169644
"('VBN', 'IN', 'DT')",0.004618266097650671
"('JJ', 'NN', ',')",0.004609713753025392
"('NNS', 'IN', 'NN')",0.004301829346515347
"('NN', 'NN', '.')",0.0040794683862580925
"('PRP', 'VBP', 'DT')",0.004053811352382255
"('JJ', 'NNS', ',')",0.004028154318506418
"('IN', 'NN', 'NN')",0.004019601973881139
"('IN', 'JJ', 'JJ')",0.0038913168045019543
"('NN', 'IN', 'NNS')",0.003865659770626117
"('.', 'PRP', 'VBP')",0.003865659770626117
"('DT', 'JJ', 'JJ')",0.00384000273675028
"('NN', 'NNS', 'IN')",0.003822898047499722
"('TO', 'VB', 'DT')",0.003797241013623885
"('.', 'RB', ',')",0.0036860605334952576
"('.', 'DT', 'NN')",0.0036860605334952576
"('(', 'NNP', ')')",0.0036775081888699786
"('DT', 'JJ', 'NNS')",0.0036518511549941414
"(',', 'PRP', 'VBP')",0.0036090894318677466
"('NN', '.', 'DT')",0.0035492230194907933
"('NN', 'NN', ',')",0.0032413386129807485
"('NN', 'CC', 'NN')",0.0032413386129807485
"('NNS', '.', 'DT')",0.0032156815791049118
"('IN', 'DT', 'NNS')",0.0032071292344796327
"('NN', 'NNS', '.')",0.0031900245452290746
"('DT', 'NN', 'VBZ')",0.0030360823419740522
"('NN', 'NN', 'NN')",0.003027529997348773
"('IN', 'NN', 'NNS')",0.002993320618847657
"('NN', 'TO', 'VB')",0.002942006551095983
"('VBZ', 'DT', 'JJ')",0.002924901861845425
"('IN', 'NNS', 'IN')",0.002916349517220146
"('.', 'IN', 'DT')",0.002916349517220146
"('JJ', 'NN', 'VBZ')",0.002907797172594867
"('VBN', 'IN', 'JJ')",0.002907797172594867
"('IN', 'NN', 'IN')",0.0028564831048431927
"('VBP', 'DT', 'JJ')",0.002813721381716798
"('CC', 'JJ', 'NN')",0.002805169037091519
"('VB', 'DT', 'NN')",0.0027624073139651236
"('JJ', 'NNS', 'VBP')",0.0027025409015881702
"('NN', '.', 'PRP')",0.002685436212337612
"('DT', 'NN', ',')",0.0026426744892112173
"('DT', 'NNS', 'IN')",0.00261701745533538
"('CC', 'JJ', 'NNS')",0.002599912766084822
"('NN', 'IN', 'VBG')",0.002557151042958427
"('NN', ',', 'CC')",0.00253149400908259
"('NN', '.', 'IN')",0.002514389319832032
"('VBP', 'DT', 'NN')",0.002497284630581474
"('NN', 'VBZ', 'VBN')",0.0024545229074550787
"('NN', 'NNS', ',')",0.0024545229074550787
"('VB', 'DT', 'JJ')",0.002403208839703405
"('NNS', 'IN', 'NNS')",0.002394656495078126
"('NNS', '.', 'PRP')",0.0023775518058275678
"('.', 'DT', 'JJ')",0.0023604471165770097
"('JJ', 'CC', 'JJ')",0.0023518947719517306
"('NN', 'VBZ', 'DT')",0.0023176853934506144
"('JJ', 'NN', 'CC')",0.0023005807042000563
"('VBN', 'TO', 'VB')",0.0022407142918231034
"('NN', 'IN', 'NNP')",0.00218084787944615
"('PRP', 'VBP', 'IN')",0.002163743190195592
"('JJ', 'NNS', 'CC')",0.002163743190195592
"('VBZ', 'VBN', 'IN')",0.0021295338116944762
"('NN', '.', 'RB')",0.002078219743942802
"('NN', ',', 'PRP')",0.0020440103654416858
"('NNS', '.', 'IN')",0.0020354580208164067
"('NNS', 'VBN', 'IN')",0.0020354580208164067
"('TO', 'VB', 'JJ')",0.0020183533315658486
"('VBG', 'DT', 'NN')",0.0020183533315658486
"('NN', 'NN', 'CC')",0.001975591608439454
"('NNS', 'VBP', 'VBN')",0.0019413822299383376
"('MD', 'VB', 'VBN')",0.0019413822299383376
"('NN', 'NN', 'NNS')",0.0019157251960625005
"(',', 'DT', 'NN')",0.0019157251960625005
"('VBG', 'DT', 'JJ')",0.0018900681621866636
"('IN', 'NN', ',')",0.0018900681621866636
"('VBZ', 'DT', 'NN')",0.0018900681621866636
"('NN', 'MD', 'VB')",0.0018644111283108264
"('NN', 'CC', 'JJ')",0.0018644111283108264
"('IN', 'DT', 'NNP')",0.0018473064390602683
"('NN', '(', 'NNP')",0.0018216494051844314
"('DT', 'NN', '.')",0.0017959923713085943
