bigram,count
"('JJ', 'NN')",0.05386220580186098
"('NN', 'IN')",0.04741379310344827
"('IN', 'DT')",0.04189757799671593
"('DT', 'NN')",0.04008449644225506
"('JJ', 'NNS')",0.03450841543513957
"('DT', 'JJ')",0.032857827038861524
"('IN', 'JJ')",0.027213327859879583
"('NN', 'NN')",0.026913998357963875
"('NNS', 'IN')",0.02527196223316913
"('IN', 'NN')",0.018772235905856596
"('NN', 'NNS')",0.016805213464696222
"('NN', '.')",0.0163433908045977
"('NN', ',')",0.015847359058565956
"('NNS', '.')",0.013837575259989052
"('JJ', 'JJ')",0.013700738916256158
"('VBN', 'IN')",0.012417898193760263
"('TO', 'VB')",0.011425834701696771
"('NN', 'VBZ')",0.010322591680350301
"('NNS', ',')",0.009818007662835249
"('PRP', 'VBP')",0.009681171319102353
"('NN', 'CC')",0.00920224411603722
"('IN', 'NNS')",0.008800287356321839
"('.', 'DT')",0.008475301039956213
"('NNS', 'VBP')",0.008218732895457033
"('DT', 'NNS')",0.0072694307608100715
"('CC', 'JJ')",0.006781951286261631
"('IN', 'VBG')",0.006610905856595512
"('VBP', 'DT')",0.006456964969896005
"('VB', 'DT')",0.006439860426929392
"('.', 'PRP')",0.006140530925013684
"('.', 'IN')",0.005678708264915161
"(',', 'CC')",0.005601737821565408
"('MD', 'VB')",0.00557608100711549
"('VBZ', 'DT')",0.005524767378215654
"('NNP', 'NN')",0.00540503557744937
"('NN', 'TO')",0.005302408319649699
"('NNS', 'CC')",0.005268199233716475
"('IN', 'NNP')",0.00504584017515052
"('CC', 'NN')",0.00500307881773399
"(',', 'PRP')",0.004977422003284072
"('VBG', 'DT')",0.004832033388067871
"('RB', ',')",0.004729406130268199
"('RB', 'JJ')",0.004695197044334976
"('.', 'RB')",0.004584017515051998
"('VBZ', 'VBN')",0.004507047071702244
"(',', 'DT')",0.004489942528735632
"('JJ', 'IN')",0.004438628899835796
"('VBP', 'IN')",0.00411364258347017
"('(', 'NNP')",0.004087985769020252
"('NNP', ')')",0.004079433497536946
"('RB', 'VBN')",0.003993910782703886
"('VBZ', 'JJ')",0.003925492610837439
"(',', 'JJ')",0.0038656267104542966
"('TO', 'DT')",0.0038399698960043787
"('VBG', 'JJ')",0.003797208538587849
"('VBP', 'JJ')",0.003780103995621237
"(',', 'IN')",0.0036689244663382593
"('NNP', 'NNP')",0.0036689244663382593
"('VBN', 'TO')",0.0036518199233716475
"('VBG', 'NN')",0.0036090585659551175
"('VB', 'JJ')",0.0034893267651888342
"('VBP', 'VBN')",0.003326833607006021
"('.', 'NNP')",0.003318281335522715
"('PRP$', 'NN')",0.003301176792556103
"('DT', 'NNP')",0.003266967706622879
"('VBG', 'NNS')",0.0032156540777230434
"('NN', '(')",0.0031557881773399015
"('JJ', 'CC')",0.0030959222769567597
"('JJ', 'NNP')",0.0030959222769567597
"('RB', 'IN')",0.003036056376573618
"('IN', 'CD')",0.002950533661740558
"('JJ', 'TO')",0.0028906677613574163
"('NNP', ',')",0.0028393541324575806
"(',', 'VBG')",0.002770935960591133
"('VBZ', 'RB')",0.0026169950738916255
"('CC', 'DT')",0.0025998905309250137
"('WDT', 'VBZ')",0.0025913382594417076
"('NNP', 'NNS')",0.002582785987958402
"('NNS', 'VBN')",0.002582785987958402
"('VB', 'VBN')",0.002514367816091954
"('VBZ', 'IN')",0.0024459496442255065
"('RB', 'VB')",0.002420292829775588
"('VBG', 'IN')",0.0024031882868089764
"('.', 'JJ')",0.0024031882868089764
"('VBP', 'RB')",0.0023946360153256703
"('NNS', 'TO')",0.0023946360153256703
"(',', 'NN')",0.0023689792008757525
"(',', 'RB')",0.0023518746579091407
"('JJ', ',')",0.0023433223864258346
"('NN', 'JJ')",0.0022834564860426928
"('NN', 'VBG')",0.0022492474001094692
"('NN', ')')",0.002240695128626163
"('NN', 'VBN')",0.0022235905856595514
"('NNS', 'VBG')",0.002206486042692939
"('NNS', 'WDT')",0.002206486042692939
"('IN', 'PRP$')",0.0021808292282430213
"('NN', 'MD')",0.0021380678708264917
"('WDT', 'VBP')",0.002112411056376574
"('NN', 'WDT')",0.0020696496989600437
"('VB', 'NN')",0.002052545155993432
